17	0.5
86	0.25
210	0.3333333333333333
273	0.16666666666666666
288	0.25
404	0.5
407	0.16666666666666666
417	0.5
486	0.0
535	0.25
614	0.25
638	0.75
642	0.25
849	0.08333333333333333
892	0.6666666666666666
903	0.75
915	0.0
953	0.5
964	0.4166666666666667
971	0.75
0	0.25
1	0.5833333333333334
6	0.4166666666666667
9	0.16666666666666666
14	0.16666666666666666
23	0.5833333333333334
27	0.5833333333333334
33	0.25
35	0.6666666666666666
39	0.25
42	0.9166666666666666
43	0.16666666666666666
53	0.6666666666666666
57	0.25
62	0.5
64	0.5
66	0.16666666666666666
78	0.9166666666666666
80	0.5833333333333334
82	0.8333333333333334
89	0.8333333333333334
94	0.3333333333333333
103	0.6666666666666666
110	0.3333333333333333
112	0.3333333333333333
127	0.25
135	0.3333333333333333
150	0.9166666666666666
152	0.8333333333333334
156	0.6666666666666666
161	0.08333333333333333
165	0.3333333333333333
189	0.5
202	0.16666666666666666
212	0.3333333333333333
218	0.25
221	0.4166666666666667
233	0.3333333333333333
238	0.3333333333333333
239	0.4166666666666667
246	0.5
264	0.3333333333333333
266	0.9166666666666666
278	0.16666666666666666
281	0.16666666666666666
282	0.4166666666666667
284	0.25
285	0.4166666666666667
286	0.16666666666666666
290	0.16666666666666666
295	0.25
296	0.25
300	0.5
307	0.5833333333333334
308	0.3333333333333333
311	0.6666666666666666
314	0.4166666666666667
317	0.25
319	0.5
326	0.9166666666666666
338	0.75
339	0.3333333333333333
350	0.5
357	1.0
368	0.25
376	0.4166666666666667
379	0.5
382	0.4166666666666667
394	0.4166666666666667
400	0.4166666666666667
406	0.5
408	0.3333333333333333
410	0.5
411	0.6666666666666666
424	0.3333333333333333
429	0.5
430	0.9166666666666666
435	0.75
439	0.3333333333333333
440	0.5
449	0.3333333333333333
450	0.3333333333333333
465	0.3333333333333333
471	0.25
475	0.08333333333333333
476	0.6666666666666666
478	0.3333333333333333
487	0.0
497	0.3333333333333333
499	0.08333333333333333
508	0.16666666666666666
516	0.8333333333333334
521	0.75
539	0.25
541	0.08333333333333333
546	0.3333333333333333
547	0.4166666666666667
550	0.9166666666666666
551	0.25
553	0.25
570	0.5
571	0.3333333333333333
586	0.5
587	0.4166666666666667
596	0.16666666666666666
597	0.8333333333333334
599	0.25
600	0.3333333333333333
615	0.3333333333333333
618	0.5833333333333334
